Epoch,Loss_D,Loss_G
1,1.4328624280118152,268.1530907562424
2,1.4326780448302379,238.16973000205024
3,1.4327897103451892,210.57788735068306
4,1.4324859617823396,185.32742815386524
5,1.4325932969045903,162.3597794843642
6,1.432450856293104,141.59663585009497
7,1.4325495793674532,122.94107907121352
8,1.4327113852316504,106.2902835403358
9,1.432766505367848,91.52210876296239
10,1.4324358616086001,78.51606101357476
11,1.4325996505621388,67.14673639792764
12,1.4329053617972696,57.280582196146085
13,1.4325200391737796,48.78680403061335
14,1.4330290437403306,41.521173614164745
15,1.4329462459732814,35.3544037539656
16,1.4328554190324816,30.15808541735233
17,1.433040091345982,25.813114693151654
18,1.4327158335164107,22.208595981914037
19,1.432907491757725,19.238133994255275
20,1.4330514728693673,16.811043423183715
21,1.432790348542988,14.845305268935736
22,1.433013752020525,13.26692182319599
23,1.4332209930894124,12.008953315777015
24,1.4340910266117497,11.019880379102506
25,1.434071941270354,10.244080685778876
26,1.4356670590395426,9.638119007342429
27,1.43722189855839,9.171153184458696
28,1.43942174068472,8.815548954747658
29,1.4423503078808442,8.552214401202965
30,1.4453183629894784,8.362886144311389
31,1.4477753757771865,8.22938075513471
32,1.4508641398414064,8.122221224874423
33,1.4558626841444995,8.011039272856317
34,1.4651968584534871,7.881082761353551
35,1.4872128568301544,7.71617073512209
36,1.514099757974319,7.556214527530565
37,1.5359062865294146,7.431457864645436
38,1.5528538912040752,7.330952241275851
39,1.5624932762009005,7.248542632845884
40,1.5652625060213206,7.183385970184157
41,1.5680353331961026,7.121974067793366
42,1.5698439086998366,7.062515514331628
43,1.5705147691853139,7.005790905399217
44,1.571105263509803,6.950458782153894
45,1.570815077144138,6.896409450973595
46,1.5708938771189906,6.8420207777076
47,1.5711952118583805,6.787490691927915
48,1.572537000008051,6.733470408297375
49,1.5720406270158884,6.681639378900686
50,1.5716609342322165,6.629320724234397
51,1.572005028882738,6.576952554902978
52,1.5715158967023397,6.526256866876592
53,1.5721701620692048,6.4745417800397504
54,1.571549190342097,6.42473863896744
55,1.5721336398994066,6.374152565529333
56,1.5718875846810103,6.324772379016349
