Epoch,Loss_D,Loss_G
1,1.4288137690138423,9549.371412077002
2,1.429375527972016,8524.52137107217
3,1.429509026569556,7579.662362957528
4,1.4292286832029648,6713.291493115504
5,1.429115933607955,5923.364880978073
6,1.4289969245373215,5207.284708434047
7,1.428444659512346,4562.027767286775
8,1.428987876486383,3984.0856947082184
9,1.428946440391119,3469.6037921378625
10,1.4292014013996441,3014.494909465642
11,1.4292968900164187,2614.422136675587
12,1.428971954472157,2264.963656767956
13,1.4289655026809944,1961.6135112277711
14,1.4288529513290573,1699.9454925705716
15,1.4288953490020162,1475.6295462761136
16,1.4287295980348114,1284.4995569049984
17,1.4288849843799738,1122.5761779447946
18,1.42945261093793,986.094485793983
19,1.429169103585554,871.6118905926278
20,1.4290186831964313,775.9951360713053
21,1.4297448429613482,696.4118847926019
22,1.4295760511693374,630.3414316756949
23,1.4304552341693013,575.5749292531725
24,1.4314540591687788,530.3417086943737
25,1.4336785868386537,492.6957129378345
26,1.4375080581528048,461.30434489381906
27,1.4430556396094476,435.0351265754489
28,1.4493479669423392,412.9066003620295
29,1.458207794974522,394.17679726616456
30,1.4668570361743316,378.0484007103008
31,1.473898037362494,364.06653506452864
32,1.4813886090536803,351.7408430405085
33,1.4914124123957935,340.7719406212232
34,1.5065301676481468,330.88155689555634
35,1.526329161053863,321.86666279998275
36,1.5458596042506603,313.58591389524344
37,1.5578154397932864,305.9511246654869
38,1.566101406819254,298.8624940313687
39,1.5710689600001382,292.2367968480231
40,1.5731419061428935,286.01015206858597
41,1.5758900714842654,280.13189950173734
42,1.5781428451696153,274.5955989268603
43,1.579211936471212,269.30951838203555
44,1.5790921699934901,264.27562431209
45,1.5801628926840936,259.4745881307191
46,1.5801533025931258,254.88978096134755
47,1.5811583416238015,250.50426908882943
48,1.5807758819991053,246.30271043303264
49,1.5813485008576957,242.27133102838505
50,1.5811874201284588,238.39878019048365
51,1.5808728630371516,234.67269079724727
52,1.5818720535678759,231.08361276868956
53,1.5814007224298972,227.62729589978633
54,1.5813403616952633,224.29339321410458
55,1.5809174973661728,221.08514935403898
56,1.5810326271952846,217.9663010908095
57,1.580871773688174,214.9487013000151
58,1.5807492904241573,212.02547273583176
59,1.581217599178546,209.1901226570593
60,1.5815408249586327,206.4382669859828
61,1.5812631259307017,203.76379655869627
62,1.5799621666333952,201.16448578386675
63,1.5806774711081995,198.6318871935428
64,1.5800399088727834,196.1652241912336
65,1.5799624821099127,193.76228029029804
66,1.580354638521184,191.42264982613412
67,1.5808577926119387,189.14404170420946
68,1.5807415332583432,186.909167800819
69,1.5802858429060456,184.7254177536095
70,1.5793601373282586,182.58937468976606
71,1.5800438948099125,180.4973780173623
72,1.5801699997970413,178.44922903492966
73,1.5792803382346643,176.44372904234828
74,1.5793939137327078,174.47787264829182
75,1.5787589108746354,172.55020790732368
76,1.5784486472935966,170.65725800740785
77,1.578912728399203,168.7988494535836
78,1.5784689174831243,166.97832493228807
79,1.578039343844461,165.19158185252826
80,1.5781432008216394,163.42841781700514
81,1.5776624936425225,161.69381882472592
82,1.5771739528982678,159.9882393515571
83,1.5776814538470947,158.30824532693262
84,1.5767741954129044,156.65463838524582
85,1.576658081613193,155.02548850043704
86,1.5762982256504712,153.42088334731633
87,1.5766283570073587,151.83845376704937
88,1.5755683361496056,150.28040132469894
89,1.5758646463162334,148.74344875272467
90,1.5752121084961443,147.23420150503927
