Epoch,Loss_D,Loss_G
1,1.3897153718695456,1750.0897580984547
2,1.3891538928226872,1550.4891303468146
3,1.389675600752646,1366.8199934985755
4,1.3888400766730966,1198.7725897520286
5,1.389015929475015,1045.9319346728246
6,1.3899307415630278,907.7850125981957
7,1.3881555901047933,783.7224239117533
8,1.389160592253037,673.0367940828945
9,1.3893379341831524,574.9395205671616
10,1.3897780226080456,488.59629796486536
11,1.3897641488860326,413.14879022250517
12,1.389372477215298,347.6888943666911
13,1.3901531024532423,291.31738483576487
14,1.3896023252392342,243.13389621123426
15,1.389021231983248,202.27771240571585
16,1.389723028925901,167.91067445870922
17,1.389921802183541,139.23090632317474
18,1.389626570828053,115.49975223435881
19,1.3891959789708175,96.03249316979509
20,1.3903654141979322,80.19509238564507
21,1.3898525126072583,67.4052195048464
22,1.389501057935683,57.15922215498613
23,1.3886912824040618,49.02018063371353
24,1.390456561225554,42.60905519769995
25,1.3892971481407546,37.59848956113362
26,1.3895311223867848,33.7107417912773
27,1.390597292072865,30.720782864818258
28,1.3905789443801122,28.452174128748435
29,1.3924361915219554,26.73488496812009
30,1.3941452681030357,25.455836796628837
31,1.396249152678811,24.512947683176282
32,1.399885358731391,23.824779742330477
33,1.40455263227389,23.338636219172187
34,1.412893776735548,22.969725129354067
35,1.423959666194178,22.622988895816697
36,1.4343584729821643,22.260773906391627
37,1.4396142920077835,21.874578644557552
38,1.4523478884723304,21.466151168991846
39,1.453448861343426,21.12385156536629
40,1.4650222352855113,20.82842173497321
41,1.4968779719336915,20.575869165072785
42,1.5295941697958424,20.359941535233133
43,1.5479700756336443,20.160470298640636
44,1.5607287225143684,19.983336074576194
45,1.5686345693156205,19.811091860354935
46,1.5713687331636965,19.64568838888769
47,1.573961521380514,19.485079443915772
48,1.5756674590031745,19.324519731721825
49,1.5782308176736146,19.164863860409564
50,1.577237114063284,19.01172222748646
51,1.5784226695476975,18.85397819392589
52,1.5781501314258048,18.702389501076375
53,1.5797424797195097,18.55017647295367
54,1.5802288872102348,18.39953394094225
55,1.5784345819146595,18.251240451032945
56,1.5792238593760117,18.102493317746326
57,1.578006443397775,17.955510239574792
58,1.5807078154706165,17.807749321447552
59,1.5802261289312036,17.66289478112321
60,1.581251652859851,17.51898587474507
61,1.579365503063518,17.376693736123777
62,1.5794930010210744,17.235130352209946
63,1.5805923135241091,17.093482886888705
64,1.5805795706438097,16.95415504202658
65,1.5793435560405584,16.818764670777718
66,1.57828749477534,16.681859348360348
67,1.5782440736148897,16.544691517866777
68,1.5779400187961303,16.409343182052698
69,1.5806932653511427,16.27304154074653
70,1.57916746877175,16.140038042437304
71,1.5777476709850586,16.008073237719458
72,1.5771800549649402,15.87756249127467
73,1.5792011984145444,15.745775433535075
74,1.577401369974758,15.61541124733772
75,1.5784661868659173,15.488595272296042
76,1.577946030632567,15.359588944450927
77,1.5772489921822732,15.23284893668159
78,1.576708473553315,15.108364632116498
79,1.5757917106480888,14.984374699671624
80,1.5779004821461209,14.85848021638986
81,1.5766650754443847,14.734940781777734
82,1.5758077439682259,14.613607490918913
83,1.5750186983393042,14.492320150301602
84,1.577037510950921,14.371054190957086
85,1.5762419233006009,14.252012695396802
86,1.574949443669609,14.133722942837036
87,1.5752556284488235,14.015927435943436
88,1.5747837710775723,13.899855518867957
89,1.5757493024372924,13.781430117991748
90,1.5754855989751235,13.667276545782775
91,1.574974015931398,13.55273185118786
92,1.5731564819483468,13.438634861898686
93,1.5731552411179517,13.326033702871417
94,1.572160708311513,13.214627381846391
95,1.572935943445448,13.103338452333903
96,1.5732322318777854,12.99351645306329
97,1.5711862981648734,12.883991636623994
98,1.5707243489955671,12.774543688442167
99,1.573023289606716,12.664101700756431
100,1.5709528685933318,12.559341625614062
101,1.571256282579833,12.452651772051226
102,1.5699480857638364,12.349259582013715
103,1.5699109431788407,12.244243964305898
104,1.5701011327090184,12.13949737232693
105,1.5707069404876035,12.036011232196955
106,1.5699289167783537,11.93268735369266
107,1.5690022061542912,11.831737802832166
108,1.567668998439009,11.731633349676818
109,1.5687060053177302,11.629371932856944
110,1.5690985443842345,11.529071491726196
111,1.569176346557575,11.429782530220832
112,1.5675052259508417,11.331105358692822
113,1.56619215867796,11.235194132472929
114,1.566334169213943,11.139113731805791
115,1.5664702667057184,11.043305402302611
116,1.5648096707644383,10.949460229820968
117,1.5651648044586182,10.854639395824453
