Epoch,Loss_D,Loss_G
1,1.4674720961744614,0.45640456841136867
2,1.4879465043874076,0.4452557873330722
3,1.5095909807563486,0.43389475707849745
4,1.535579823657294,0.4203484768037638
5,1.5608089266561014,0.40760855319091627
6,1.5800876749154613,0.39811511560039625
7,1.5922774155495576,0.39224682789481147
8,1.600381162285146,0.3884740964154512
9,1.6058657623786294,0.38601455965094805
10,1.6099397220664262,0.38423810479390685
11,1.6126835682115501,0.38300142894133676
12,1.6151967806052108,0.38192212614565263
13,1.6174146035758172,0.3809434926312273
14,1.6196393347576836,0.3801199052873896
15,1.622491511850726,0.37891522231022956
16,1.6242028830459763,0.37819157927734415
17,1.6261440331106027,0.37742613247744944
18,1.6284364679241707,0.3763758978132385
19,1.6302404851544627,0.3756791806023424
20,1.6315209141093723,0.37510862501945286
21,1.6315364923266416,0.37513558327822394
22,1.631615699984092,0.3751033193827993
23,1.6309796591490013,0.37538888935226106
24,1.629622731419558,0.37602686338661784
25,1.627329543150591,0.3771241005942308
26,1.62539700974417,0.3780491455813139
27,1.6218543652012862,0.3796372761054592
28,1.618602068384708,0.3811626668134447
29,1.6141758491979779,0.38317647724520437
30,1.6081434501468805,0.3859716392024446
31,1.6026308154532922,0.3885523884335934
32,1.595331321105114,0.391996994696928
33,1.5882778832925617,0.39538403423451585
34,1.579998114491036,0.3993840451398607
35,1.5711952493994275,0.40369159575983965
36,1.5615328326409692,0.4085005852728259
37,1.5520752714483776,0.41332926967526007
38,1.542201075106036,0.41843511221817187
39,1.5330241042606079,0.4232697473705144
40,1.524435460238167,0.4278574897110133
41,1.5164745440140615,0.43219658024403274
42,1.508868023835493,0.4364024216298899
43,1.5020198578333985,0.44024507594372025
44,1.4958986498374307,0.44373075392364797
45,1.489978580185063,0.4471262566621791
46,1.4847641248070733,0.45017780256534806
47,1.4798817884856166,0.4530471660484925
48,1.475518517731303,0.4556390610189069
49,1.4715665723737432,0.4580093261616006
50,1.4680771366667353,0.46012880426744074
51,1.465002174535509,0.46201833440453965
52,1.4621613052009879,0.4637797730074403
53,1.4595848829048115,0.4654047003437801
54,1.457333915141406,0.4668436178844937
55,1.4554013949072822,0.4680958088919603
56,1.4537750917245011,0.46915767568251043
57,1.4524902447811148,0.4700240729922089
58,1.4514648736511147,0.4707641127359801
59,1.4507654569425636,0.4713023288473899
60,1.4502718771360197,0.4717165043999477
61,1.4499306659013527,0.47204145690354193
62,1.4496679299444124,0.4723116803235112
63,1.4494588981017222,0.4725679030734531
64,1.4492712732178072,0.47279513623174385
65,1.4490472927936533,0.47305348910679473
66,1.4488843192053105,0.47327574708843756
67,1.4485933912393139,0.4735772993353849
68,1.4484196881562965,0.473813290095461
69,1.4481963544919345,0.47407755897848647
70,1.4480461000737563,0.47427024548224983
71,1.4478735337599864,0.47448726187753415
72,1.4477585876844206,0.474685406487291
73,1.447669403987695,0.4748483494500429
74,1.4475939478004836,0.4750028646124002
75,1.4474415713252284,0.4752017399553436
76,1.4473306908791894,0.4753597189379002
77,1.447216004956493,0.4755261716592378
78,1.447104400034109,0.47569011094161817
79,1.447044353458763,0.47582699498418946
80,1.4469271727029789,0.47598523642476753
81,1.4468191822589431,0.4761477749979957
82,1.446747697519334,0.47626940123942674
83,1.446672141881279,0.476400632884621
84,1.4465647343113937,0.476537916047797
85,1.4465040660036204,0.4766398021200085
86,1.4464534488172163,0.4767404847382182
87,1.446373453456394,0.4768467881402917
88,1.4463183761301621,0.4769389662294757
89,1.446269233582428,0.4770258665084839
90,1.4462075417871634,0.4771164769296488
91,1.4461506565631423,0.47720165032049566
92,1.4461166819156204,0.4772616842175057
93,1.4460823463471555,0.47731641494766786
94,1.4460196396263922,0.47740435616746135
95,1.4459879918651686,0.47745896982883224
96,1.4459608246608333,0.4774970115877647
97,1.4459078094577262,0.4775809658825068
98,1.4458977530674382,0.47759734382286917
99,1.4458425341390115,0.47768231781806736
100,1.4458433488455926,0.47768238203301616
101,1.4458190841569427,0.4777501897258653
102,1.445784569445236,0.4777750970579643
